Time (ns),Current (nA),Voltage (mV),Energy (uJ),DSR
"3421782000","151100","3593","5006.7",""
"3422973000","151100","3592","5007.5",""
"3424108000","151100","3593","5008.3",""
"3425246000","151100","3593","5009.1",""
"3426379000","151100","3593","5009.4",""
"3427454000","151100","3593","5009.8",""
"3428646000","151100","3592","5010.6",""
"3429785000","151100","3593","5011.4",""
"3430919000","151100","3592","5011.8",""
"3432053000","151100","3592","5012.6",""
"3433128000","151100","3592","5012.9",""
"3434319000","151100","3593","5013.7",""
"3435453000","151100","3593","5014.6",""
"3436588000","151100","3593","5014.9",""
"3437722000","151100","3594","5015.7",""
"3438803000","151100","3593","5016.1",""
"3439994000","151100","3594","5016.9",""
"3441128000","151100","3593","5017.3",""
"3442261000","151100","3593","5018.1",""
"3443395000","151100","3594","5018.9",""
"3444453000","151100","3594","5019.2",""
"3445654000","151100","3595","5020.0",""
"3446788000","151100","3594","5020.4",""
"3447921000","151100","3594","5021.2",""
"3449060000","151100","3594","5022.0",""
"3450135000","151100","3595","5022.4",""
"3451326000","151100","3594","5022.7",""
"3452459000","151100","3594","5023.5",""
"3453593000","151100","3594","5024.4",""
"3454726000","151100","3594","5024.7",""
"3455801000","151100","3595","5025.5",""
"3456992000","151100","3594","5025.9",""
"3458125000","151100","3595","5026.7",""
"3459265000","151100","3595","5027.5",""
"3460399000","151100","3594","5027.9",""
"3461473000","151100","3594","5028.2",""
"3462666000","151100","3594","5029.0",""
"3463800000","151100","3594","5029.8",""
"3464933000","151100","3595","5030.6",""
"3466067000","151100","3594","5031.0",""
"3467147000","151100","3594","5031.4",""
"3468338000","151100","3594","5032.2",""
"3469478000","151100","3595","5033.0",""
"3470612000","151100","3595","5033.3",""
"3471745000","151100","3594","5034.2",""
"3472820000","151100","3594","5034.5",""
"3474012000","151100","3595","5035.3",""
"3475146000","151100","3595","5036.1",""
"3476280000","151100","3594","5036.5",""
"3477414000","151100","3595","5037.3",""
"3478488000","151100","3595","5037.7",""
"3479685000","151100","3596","5038.5",""
"3480817000","151100","3595","5038.8",""
"3481951000","151100","3595","5039.6",""
"3483085000","151300","3595","5040.4",""
"3484160000","151300","3596","5040.8",""
"3485352000","151300","3595","5041.2",""
"3486486000","151300","3595","5042.0",""
"3487620000","151300","3595","5042.8",""
"3488759000","151300","3596","5043.6",""
"3489834000","151300","3597","5044.0",""
"3491025000","151300","3596","5044.3",""
"3492159000","151300","3596","5045.1",""
"3493293000","151300","3596","5045.9",""
"3494427000","151300","3595","5046.3",""
"3495501000","151300","3595","5046.7",""
"3496693000","151300","3594","5047.5",""
"3497826000","151300","3595","5048.3",""
"3498966000","151300","3595","5049.1",""
"3500100000","151300","3595","5049.9",""
"3501602000","151300","3595","5050.7",""
"3502794000","151300","3595","5051.5",""
"3503928000","151300","3595","5051.8",""
"3505061000","151300","3595","5052.6",""
"3506195000","151300","3595","5053.4",""
"3507270000","151300","3595","5053.8",""
"3508461000","151300","3596","5054.6",""
"3509605000","151300","3595","5055.0",""
"3510739000","151300","3596","5055.8",""
"3511873000","151300","3596","5056.6",""
"3512949000","151300","3596","5056.9",""
"3514140000","151300","3597","5057.7",""
"3515274000","151300","3596","5058.1",""
"3516406000","151300","3596","5058.9",""
"3517541000","151300","3597","5059.7",""
"3518616000","151300","3597","5060.1",""
"3519813000","151300","3596","5060.4",""
"3520945000","151300","3597","5061.3",""
"3522078000","151300","3596","5062.1",""
"3523213000","151300","3596","5062.4",""
"3524287000","151300","3596","5063.2",""
"3525479000","151300","3596","5063.6",""
"3526612000","151300","3595","5064.4",""
"3527745000","151300","3596","5065.2",""
"3528885000","151300","3595","5065.6",""
"3529959000","151300","3595","5065.9",""
"3531151000","151300","3594","5066.7",""
"3532285000","151300","3595","5067.5",""
"3533419000","151300","3595","5067.9",""
"3534552000","151300","3594","5068.7",""
"3535627000","151300","3594","5069.1",""
"3536819000","151300","3594","5069.9",""
"3537953000","151300","3594","5070.7",""
"3539091000","151300","3593","5071.1",""
"3540225000","151300","3594","5071.9",""
"3541292000","151300","3593","5072.2",""
"3542492000","151300","3594","5073.0",""
"3543626000","151300","3593","5073.4",""
"3544758000","151300","3593","5074.2",""
"3545892000","151300","3593","5075.4",""
"3546966000","151300","3593","5075.4",""
"3548156000","151300","3594","5076.2",""
"3549295000","151300","3593","5076.5",""
"3550428000","151300","3593","5077.3",""
"3551567000","151300","3594","5078.1",""
"3552641000","151300","3594","5078.5",""
"3553833000","151300","3594","5078.9",""
"3554965000","151300","3593","5079.7",""
"3556099000","151300","3593","5080.5",""
"3557233000","151300","3594","5081.3",""
"3558307000","151300","3593","5081.7",""
"3559504000","151300","3593","5082.0",""
"3560637000","151300","3593","5082.8",""
"3561772000","151300","3594","5083.6",""
"3562906000","151300","3593","5084.0",""
"3563980000","151300","3593","5084.4",""
"3565172000","151300","3592","5085.2",""
"3566305000","151300","3593","5086.0",""
"3567439000","151300","3593","5086.8",""
"3568573000","151300","3593","5087.1",""
"3569653000","151300","3593","5087.5",""
"3570844000","151300","3592","5088.3",""
"3571978000","151300","3593","5089.1",""
"3573112000","151300","3592","5089.5",""
"3574246000","151300","3592","5090.3",""
"3575321000","151300","3592","5090.7",""
"3576513000","151300","3593","5091.5",""
"3577646000","151300","3593","5092.3",""
"3578786000","151300","3593","5092.6",""
"3579919000","151300","3593","5093.4",""
"3580995000","151400","3593","5093.8",""
"3582186000","151400","3594","5094.6",""
"3583320000","151400","3593","5095.0",""
"3584454000","151400","3593","5095.8",""
"3585589000","151400","3594","5096.6",""
"3586664000","151400","3594","5096.9",""
"3587855000","151400","3595","5097.7",""
"3588995000","151400","3594","5098.1",""
"3590128000","151400","3595","5098.9",""
"3591261000","151400","3595","5099.7",""
"3592336000","151400","3595","5100.1",""
"3593531000","151400","3594","5100.5",""
"3594665000","151400","3594","5101.3",""
"3595798000","151400","3594","5102.1",""
"3596933000","151400","3595","5102.9",""
"3598007000","151400","3596","5103.2",""
"3599205000","151400","3595","5103.6",""
"3600338000","151400","3595","5104.4",""
"3601473000","151400","3595","5105.2",""
"3602606000","151400","3594","5105.6",""
"3603681000","151400","3594","5105.9",""
"3604872000","151400","3594","5106.7",""
"3606006000","151400","3595","5107.5",""
"3607139000","151400","3595","5108.3",""
"3608274000","151400","3594","5108.7",""
"3609354000","151400","3594","5109.1",""
"3610546000","151400","3594","5109.9",""
"3611680000","151400","3595","5110.7",""
"3612812000","151400","3594","5111.1",""
"3613946000","151400","3594","5111.9",""
"3615021000","151400","3594","5112.2",""
"3616213000","151400","3595","5113.0",""
"3617347000","151400","3595","5113.8",""
"3618481000","151400","3594","5114.2",""
"3619621000","151400","3595","5115.0",""
"3620695000","151400","3595","5115.4",""
"3621886000","151400","3595","5116.2",""
"3623020000","151400","3595","5116.5",""
"3624153000","151400","3595","5117.3",""
"3625287000","151400","3595","5118.1",""
"3626362000","151400","3595","5118.5",""
"3627554000","151400","3596","5119.3",""
"3628689000","151400","3595","5119.7",""
"3629828000","151400","3596","5120.5",""
"3630962000","151400","3596","5121.3",""
"3632037000","151400","3596","5121.7",""
"3633229000","151400","3595","5122.0",""
"3634362000","151400","3595","5122.8",""
"3635500000","151400","3595","5123.6",""
"3636635000","151400","3595","5124.0",""
"3637709000","151400","3595","5124.4",""
"3638906000","151400","3594","5125.2",""
"3640039000","151400","3594","5126.0",""
"3641173000","151400","3595","5126.8",""
"3642306000","151400","3595","5127.1",""
"3643381000","151400","3594","5127.5",""
"3644572000","151400","3593","5128.3",""
"3645706000","151400","3594","5129.1",""
"3646840000","151400","3594","5129.5",""
"3647973000","151400","3594","5130.3",""
"3649053000","151400","3593","5130.7",""
"3650245000","151400","3594","5131.5",""
"3651377000","151400","3594","5132.3",""
"3652511000","151400","3594","5132.6",""
"3653644000","151400","3593","5133.4",""
"3654719000","151400","3593","5133.8",""
"3655911000","151400","3594","5134.6",""
"3657045000","151400","3593","5135.0",""
"3658179000","151400","3593","5135.8",""
"3659318000","151400","3593","5136.6",""
"3660385000","151400","3594","5136.9",""
"3661584000","151400","3595","5137.7",""
"3662718000","151400","3594","5138.1",""
"3663852000","151400","3594","5138.9",""
"3664985000","151400","3594","5139.7",""
"3666060000","151400","3594","5140.1",""
"3667252000","151400","3594","5140.5",""
"3668385000","151400","3593","5141.3",""
"3669525000","151400","3594","5142.1",""
"3670660000","151400","3594","5142.9",""
"3671734000","151400","3594","5143.2",""
"3672925000","151400","3593","5143.6",""
"3674058000","151400","3593","5144.4",""
"3675192000","151400","3594","5145.2",""
"3676378000","151400","3593","5145.6",""
"3677452000","151400","3594","5146.4",""
"3678643000","151400","3593","5146.7",""
"3679782000","151100","3593","5147.5",""
"3680915000","151100","3593","5148.3",""
"3682049000","151100","3593","5148.7",""
"3683124000","151100","3592","5149.1",""
"3684316000","151100","3592","5149.9",""
"3685449000","151100","3593","5150.7",""
"3686583000","151100","3592","5151.1",""
"3687715000","151100","3592","5151.9",""
"3688796000","151100","3592","5152.2",""
"3689989000","151100","3592","5153.0",""
"3691123000","151100","3593","5153.8",""
"3692256000","151100","3592","5154.2",""
"3693389000","151100","3593","5155.0",""
"3694465000","151100","3593","5155.4",""
"3695657000","151100","3593","5156.2",""
"3696791000","151100","3594","5157.0",""
"3697925000","151100","3593","5157.3",""
"3699065000","151100","3594","5158.1",""
"3700139000","151100","3593","5158.5",""
"3701331000","151100","3594","5159.3",""
"3702464000","151100","3594","5159.7",""
"3703598000","151100","3594","5160.5",""
"3704732000","151100","3594","5161.3",""
"3705800000","151100","3595","5161.7",""
"3706999000","151100","3595","5162.0",""
"3708133000","151100","3594","5162.8",""
"3709272000","151100","3595","5163.6",""
"3710406000","151100","3595","5164.4",""
"3711481000","151100","3596","5164.8",""
"3712673000","151100","3595","5165.2",""
"3713806000","151100","3595","5166.0",""
"3714940000","151100","3595","5166.8",""
"3716074000","151100","3595","5167.1",""
"3717149000","151100","3595","5167.5",""
"3718345000","151100","3594","5168.3",""
"3719484000","151100","3595","5169.1",""
"3720618000","151100","3595","5169.9",""
"3721752000","151100","3594","5170.3",""
"3722826000","151100","3594","5170.7",""
"3724017000","151100","3594","5171.5",""
"3725151000","151100","3595","5172.3",""
"3726285000","151100","3594","5172.6",""
"3727418000","151100","3594","5173.4",""
"3728493000","151100","3594","5173.8",""
"3729690000","151100","3594","5174.6",""
"3730824000","151100","3594","5175.4",""
"3731958000","151100","3594","5175.8",""
"3733091000","151100","3594","5176.6",""
"3734167000","151100","3594","5176.9",""
"3735358000","151100","3595","5177.7",""
"3736492000","151100","3594","5178.1",""
"3737626000","151100","3594","5178.9",""
"3738765000","151100","3595","5179.7",""
"3739839000","151100","3595","5180.1",""
"3741031000","151100","3595","5180.9",""
"3742165000","151100","3594","5181.3",""
"3743298000","151100","3595","5182.1",""
"3744433000","151100","3595","5182.9",""
"3745507000","151100","3595","5183.2",""
"3746698000","151100","3596","5184.0",""
"3747832000","151100","3595","5184.4",""
"3748972000","151100","3596","5185.2",""
"3750106000","151100","3595","5186.0",""
"3751173000","151100","3596","5186.4",""
"3752372000","151100","3595","5186.7",""
"3753505000","151100","3594","5187.5",""
"3754638000","151100","3595","5188.4",""
"3755771000","151100","3594","5188.7",""
"3756845000","151100","3594","5189.1",""
"3758037000","151100","3594","5189.9",""
"3759176000","151100","3594","5190.7",""
"3760315000","151100","3594","5191.5",""
"3761448000","151100","3594","5191.9",""
"3762524000","151100","3593","5192.2",""
"3763714000","151100","3593","5193.0",""
"3764848000","151100","3593","5193.8",""
"3765981000","151100","3592","5194.2",""
"3767115000","151100","3592","5195.0",""
"3768190000","151100","3592","5195.4",""
"3769387000","151100","3593","5196.2",""
"3770520000","151100","3593","5197.0",""
"3771654000","151100","3592","5197.3",""
"3772787000","151100","3593","5198.2",""
"3773861000","151100","3592","5198.5",""
"3775053000","151100","3593","5199.3",""
"3776187000","151100","3593","5199.7",""
"3777321000","151100","3593","5200.5",""
"3778454000","151300","3593","5201.3",""
"3779535000","151300","3593","5201.7",""
"3780727000","151300","3594","5202.5",""
"3781861000","151300","3593","5202.8",""
"3782994000","151300","3594","5203.6",""
"3784127000","151300","3594","5204.4",""
"3785201000","151300","3594","5204.8",""
"3786392000","151300","3594","5205.2",""
"3787525000","151300","3593","5206.0",""
"3788659000","151300","3594","5206.8",""
"3789799000","151300","3594","5207.6",""
"3790874000","151300","3594","5208.0",""
"3792065000","151300","3593","5208.3",""
"3793199000","151300","3594","5209.1",""
"3794333000","151300","3594","5209.9",""
"3795468000","151300","3594","5210.3",""
"3796542000","151300","3593","5210.7",""
"3797734000","151300","3593","5211.5",""
"3798873000","151300","3593","5212.3",""
"3800007000","151300","3594","5213.1",""
"3801140000","151300","3593","5213.4",""
"3802220000","151300","3594","5213.8",""
"3803412000","151300","3593","5214.6",""
"3804546000","151300","3593","5215.4",""
"3805679000","151300","3593","5215.8",""
"3806813000","151300","3593","5216.6",""
"3807889000","151300","3592","5217.0",""
"3809085000","151300","3593","5217.8",""
"3810220000","151300","3593","5218.6",""
"3811353000","151300","3593","5218.9",""
"3812486000","151300","3594","5219.7",""
"3813561000","151300","3594","5220.1",""
"3814753000","151300","3594","5220.9",""
"3815887000","151300","3594","5221.3",""
"3817021000","151300","3594","5222.1",""
"3818156000","151300","3594","5222.9",""
"3819237000","151300","3595","5223.2",""
"3820428000","151300","3595","5224.0",""
"3821562000","151300","3594","5224.4",""
"3822696000","151300","3595","5225.2",""
"3823830000","151300","3595","5226.0",""
"3824896000","151300","3595","5226.4",""
"3826096000","151300","3595","5226.7",""
"3827230000","151300","3595","5227.6",""
"3828365000","151300","3595","5228.4",""
"3829504000","151300","3595","5228.7",""
"3830577000","151300","3595","5229.5",""
"3831768000","151300","3594","5229.9",""
"3832902000","151300","3595","5230.7",""
